INFO:root:Trial - Mean Train RMSE: 0.012195450402921984, Mean Val RMSE: 0.046480597851257494, Mean R2: 0.07826808852029733, Params: {'learning_rate': 0.03700910389219214, 'max_depth': 15, 'gamma': 0.039869191687270884, 'min_child_weight': 8.199001053769642, 'colsample_bytree': 0.7808351020590852, 'max_leaves': 74, 'subsample': 0.7665708775453693, 'reg_alpha': 0.8216856111276868, 'reg_lambda': 1.8284180082473152, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.055441992177146425, Mean Val RMSE: 0.08049363075127527, Mean R2: 0.13560183975491924, Params: {'learning_rate': 0.017567447850026115, 'max_depth': 4, 'gamma': 0.0006497514832994651, 'min_child_weight': 1.3622751842999028, 'colsample_bytree': 0.929304830668381, 'max_leaves': 116, 'subsample': 0.6013745630876048, 'reg_alpha': 0.5624061863480803, 'reg_lambda': 0.801438099745164, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.029950056285943816, Mean Val RMSE: 0.0622895067127574, Mean R2: 0.1049144466393925, Params: {'learning_rate': 0.14356221817012615, 'max_depth': 14, 'gamma': 0.09687844380656059, 'min_child_weight': 14.021629663399128, 'colsample_bytree': 0.9470820420940379, 'max_leaves': 121, 'subsample': 0.6035874222150265, 'reg_alpha': 4.399632624745117, 'reg_lambda': 1.8774108156679852, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08091229382793694, Mean Val RMSE: 0.09826583521063811, Mean R2: 0.16554002188542244, Params: {'learning_rate': 0.00503991973183124, 'max_depth': 7, 'gamma': 0.0013682451559265487, 'min_child_weight': 5.900017148577812, 'colsample_bytree': 0.8743628207282493, 'max_leaves': 72, 'subsample': 0.60374914423772, 'reg_alpha': 7.17040078724967, 'reg_lambda': 3.5285437853045827, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.017329239094505938, Mean Val RMSE: 0.050898425726191784, Mean R2: 0.08571078609245988, Params: {'learning_rate': 0.024775149488577685, 'max_depth': 7, 'gamma': 0.0007277147885889795, 'min_child_weight': 5.379978454357654, 'colsample_bytree': 0.6061220981381137, 'max_leaves': 54, 'subsample': 0.7294771469052201, 'reg_alpha': 2.8916199571731234, 'reg_lambda': 2.0785350197960684, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.12956966901021622, Mean Val RMSE: 0.1360693251106446, Mean R2: 0.22923747092137137, Params: {'learning_rate': 0.0029193432738378014, 'max_depth': 4, 'gamma': 5.9729862842458795e-05, 'min_child_weight': 12.796304336240901, 'colsample_bytree': 0.5876180797511966, 'max_leaves': 81, 'subsample': 0.9694238509703827, 'reg_alpha': 2.795558399581813, 'reg_lambda': 3.8535459453900995, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.12545131657182354, Mean Val RMSE: 0.1314961788039349, Mean R2: 0.22156700067640062, Params: {'learning_rate': 0.07371172455201479, 'max_depth': 8, 'gamma': 3.869265528390339, 'min_child_weight': 2.1003502184606364, 'colsample_bytree': 0.6080951702850159, 'max_leaves': 24, 'subsample': 0.9573993624352067, 'reg_alpha': 4.408358968596213, 'reg_lambda': 2.6710488741262517, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0679894415531782, Mean Val RMSE: 0.08814532488575169, Mean R2: 0.1484678316299909, Params: {'learning_rate': 0.0036029177182351577, 'max_depth': 9, 'gamma': 1.074426402069293e-05, 'min_child_weight': 13.149180399587411, 'colsample_bytree': 0.6851161072697504, 'max_leaves': 101, 'subsample': 0.7110487717024413, 'reg_alpha': 3.971061902337118, 'reg_lambda': 1.503945932927493, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08544497133796729, Mean Val RMSE: 0.10181762185288121, Mean R2: 0.17153223987816613, Params: {'learning_rate': 0.009667125043323689, 'max_depth': 4, 'gamma': 1.3525371786359183e-05, 'min_child_weight': 1.7846982981309898, 'colsample_bytree': 0.5560298765569542, 'max_leaves': 57, 'subsample': 0.7492787031646975, 'reg_alpha': 1.7623127466834645, 'reg_lambda': 5.66171247345064, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10568124601466829, Mean Val RMSE: 0.11657095276406512, Mean R2: 0.19639318245383763, Params: {'learning_rate': 0.019869291742796363, 'max_depth': 11, 'gamma': 0.8065751881657593, 'min_child_weight': 19.756366985235314, 'colsample_bytree': 0.6229005202160837, 'max_leaves': 35, 'subsample': 0.5001959600793798, 'reg_alpha': 7.058818357567368, 'reg_lambda': 5.051896531942628, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.061823194300839476, Mean Val RMSE: 0.08370696611158863, Mean R2: 0.14100365150487135, Params: {'learning_rate': 0.004944617799339375, 'max_depth': 8, 'gamma': 6.681427692245396e-05, 'min_child_weight': 1.5665786784894888, 'colsample_bytree': 0.5906362588634625, 'max_leaves': 77, 'subsample': 0.5831355395766608, 'reg_alpha': 2.7928000642268143, 'reg_lambda': 7.664281958565289, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0346968466487266, Mean Val RMSE: 0.06283333847308123, Mean R2: 0.10582024518839205, Params: {'learning_rate': 0.009912646264977168, 'max_depth': 10, 'gamma': 0.1442605776464462, 'min_child_weight': 16.05427190219657, 'colsample_bytree': 0.7407850509134476, 'max_leaves': 115, 'subsample': 0.6030277843034402, 'reg_alpha': 1.5442841185394476, 'reg_lambda': 9.678097559067414, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.012733575085366025, Mean Val RMSE: 0.04590745465620819, Mean R2: 0.07732642081016451, Params: {'learning_rate': 0.009213853296562142, 'max_depth': 11, 'gamma': 1.9348141165271104e-05, 'min_child_weight': 15.708554177700023, 'colsample_bytree': 0.747266209323204, 'max_leaves': 109, 'subsample': 0.8543039478582528, 'reg_alpha': 0.5618836862762585, 'reg_lambda': 0.5900674756818638, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11881681172933889, Mean Val RMSE: 0.13056539891625413, Mean R2: 0.2199215876770886, Params: {'learning_rate': 0.0021179653845857793, 'max_depth': 15, 'gamma': 0.0569212847727214, 'min_child_weight': 5.683016118012521, 'colsample_bytree': 0.559288675149494, 'max_leaves': 75, 'subsample': 0.5108323350263207, 'reg_alpha': 6.7507763308544115, 'reg_lambda': 0.5917720134594338, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.01089492325170707, Mean Val RMSE: 0.04629658052845674, Mean R2: 0.07796759957728, Params: {'learning_rate': 0.02941479398211408, 'max_depth': 6, 'gamma': 0.0001441670216282997, 'min_child_weight': 2.940795551690596, 'colsample_bytree': 0.930917363836611, 'max_leaves': 76, 'subsample': 0.691901748023318, 'reg_alpha': 1.3283848687630773, 'reg_lambda': 2.0403399288794217, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.12387959079755595, Mean Val RMSE: 0.1327880014820821, Mean R2: 0.2236887050941171, Params: {'learning_rate': 0.0026198341815255786, 'max_depth': 6, 'gamma': 2.0155049863427653e-05, 'min_child_weight': 2.27284033434517, 'colsample_bytree': 0.571835775264722, 'max_leaves': 90, 'subsample': 0.5230612898916466, 'reg_alpha': 7.157854274509892, 'reg_lambda': 1.46900014219079, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1505570051142675, Mean Val RMSE: 0.1570695018644918, Mean R2: 0.26454473208017304, Params: {'learning_rate': 0.0015989246265416556, 'max_depth': 5, 'gamma': 0.04810738082421917, 'min_child_weight': 1.00672482727878, 'colsample_bytree': 0.8208137708929055, 'max_leaves': 150, 'subsample': 0.7051217298337032, 'reg_alpha': 2.857837089124605, 'reg_lambda': 1.3724027625469553, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.022802672146965623, Mean Val RMSE: 0.05656521449502553, Mean R2: 0.0952565655804521, Params: {'learning_rate': 0.09719042022853923, 'max_depth': 4, 'gamma': 0.0001247799807289289, 'min_child_weight': 7.7064695466328805, 'colsample_bytree': 0.868083536685417, 'max_leaves': 94, 'subsample': 0.9468096448166343, 'reg_alpha': 5.174836531897196, 'reg_lambda': 0.6888604235754592, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.01834982770575846, Mean Val RMSE: 0.053400749186280294, Mean R2: 0.0899394268564008, Params: {'learning_rate': 0.11017954280519968, 'max_depth': 15, 'gamma': 0.036853005022078465, 'min_child_weight': 3.771274442033955, 'colsample_bytree': 0.620589323579428, 'max_leaves': 36, 'subsample': 0.6129666128115002, 'reg_alpha': 3.5358794015085246, 'reg_lambda': 0.5031038257185768, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.009971047322892149, Mean Val RMSE: 0.04529200643459551, Mean R2: 0.07627503789301499, Params: {'learning_rate': 0.034817518454726325, 'max_depth': 15, 'gamma': 3.452473208793381e-05, 'min_child_weight': 8.652463026482264, 'colsample_bytree': 0.887353293175649, 'max_leaves': 55, 'subsample': 0.7649685923242937, 'reg_alpha': 2.567940842787137, 'reg_lambda': 1.8337913959803638, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.018174533589164665, Mean Val RMSE: 0.05572369654775514, Mean R2: 0.09383646598995234, Params: {'learning_rate': 0.2534357079502081, 'max_depth': 4, 'gamma': 0.002439836034765405, 'min_child_weight': 7.194078710963813, 'colsample_bytree': 0.9267329696332128, 'max_leaves': 20, 'subsample': 0.7034508635016677, 'reg_alpha': 5.973765785838382, 'reg_lambda': 1.9362946383710369, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04290502123485275, Mean Val RMSE: 0.06981396151371021, Mean R2: 0.1175954070918766, Params: {'learning_rate': 0.007964098489267286, 'max_depth': 14, 'gamma': 0.001348538093585799, 'min_child_weight': 1.1135165882155187, 'colsample_bytree': 0.79033182984235, 'max_leaves': 48, 'subsample': 0.6117267201436059, 'reg_alpha': 0.6767254776988172, 'reg_lambda': 0.935703463012056, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10581134081899454, Mean Val RMSE: 0.11679951733636865, Mean R2: 0.19677901064028192, Params: {'learning_rate': 0.00567856632257278, 'max_depth': 4, 'gamma': 0.07333890309381044, 'min_child_weight': 8.885317687961757, 'colsample_bytree': 0.5405578214282815, 'max_leaves': 129, 'subsample': 0.9857276303975482, 'reg_alpha': 1.997192633900947, 'reg_lambda': 8.12762161504582, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.004574927236329825, Mean Val RMSE: 0.04103469802882365, Mean R2: 0.0691134280866148, Params: {'learning_rate': 0.03909549952624857, 'max_depth': 12, 'gamma': 0.0014813750200580833, 'min_child_weight': 2.383391235666293, 'colsample_bytree': 0.965084187359497, 'max_leaves': 62, 'subsample': 0.9217133531385261, 'reg_alpha': 0.9560499508940556, 'reg_lambda': 8.328043552861631, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.011278210365406683, Mean Val RMSE: 0.0456264817270856, Mean R2: 0.07685745956413087, Params: {'learning_rate': 0.008988046669656823, 'max_depth': 9, 'gamma': 0.003173195938673861, 'min_child_weight': 1.4434029233067505, 'colsample_bytree': 0.5930443474100683, 'max_leaves': 149, 'subsample': 0.6723408961148754, 'reg_alpha': 0.5924596832817187, 'reg_lambda': 0.7639018903620081, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03237796547761632, Mean Val RMSE: 0.06303438522965102, Mean R2: 0.10615799234158581, Params: {'learning_rate': 0.03913319207790495, 'max_depth': 11, 'gamma': 0.10552795839230036, 'min_child_weight': 2.093914840003166, 'colsample_bytree': 0.5381745448237683, 'max_leaves': 29, 'subsample': 0.5178856922805882, 'reg_alpha': 2.672103457434872, 'reg_lambda': 7.980391019484622, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.023596654166247937, Mean Val RMSE: 0.05628327433499323, Mean R2: 0.09478717259719137, Params: {'learning_rate': 0.030635397548576464, 'max_depth': 15, 'gamma': 4.750342944626429e-05, 'min_child_weight': 1.0062909209572832, 'colsample_bytree': 0.998831488895336, 'max_leaves': 56, 'subsample': 0.8526300444405179, 'reg_alpha': 8.45630387272791, 'reg_lambda': 1.388596888578146, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10243464226653161, Mean Val RMSE: 0.11325107605229676, Mean R2: 0.19080052695310484, Params: {'learning_rate': 0.02849796823131822, 'max_depth': 11, 'gamma': 2.1896808451008547, 'min_child_weight': 7.906047431040732, 'colsample_bytree': 0.643808087425826, 'max_leaves': 63, 'subsample': 0.7543053089138263, 'reg_alpha': 1.7780586131797713, 'reg_lambda': 0.8976518670191529, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07850688990992924, Mean Val RMSE: 0.0973681645996469, Mean R2: 0.16401732318015028, Params: {'learning_rate': 0.09176513526951623, 'max_depth': 3, 'gamma': 0.33216030501442545, 'min_child_weight': 16.28246051854229, 'colsample_bytree': 0.6247144691503704, 'max_leaves': 33, 'subsample': 0.8312136762184207, 'reg_alpha': 3.835520692751786, 'reg_lambda': 0.7683677517821699, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.02935963822746151, Mean Val RMSE: 0.06099290064487849, Mean R2: 0.1027388914117886, Params: {'learning_rate': 0.049399391006302355, 'max_depth': 15, 'gamma': 0.002339571549566756, 'min_child_weight': 1.0664773072324032, 'colsample_bytree': 0.503068919135911, 'max_leaves': 89, 'subsample': 0.9089537158671428, 'reg_alpha': 9.853086451085755, 'reg_lambda': 6.252187094431415, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0013250646532188915, Mean Val RMSE: 0.04022103799922631, Mean R2: 0.06777179531717471, Params: {'learning_rate': 0.10284347135516951, 'max_depth': 10, 'gamma': 2.5844272508584642e-05, 'min_child_weight': 10.629946381214097, 'colsample_bytree': 0.6167035927774969, 'max_leaves': 56, 'subsample': 0.6329058916980712, 'reg_alpha': 0.7046865104313442, 'reg_lambda': 0.535891778238971, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002818477114495488, Mean Val RMSE: 0.04279791217318568, Mean R2: 0.07206528641422102, Params: {'learning_rate': 0.14759481553660617, 'max_depth': 15, 'gamma': 4.264231804840483e-05, 'min_child_weight': 12.461141655241391, 'colsample_bytree': 0.9520110573628343, 'max_leaves': 57, 'subsample': 0.5869805286651177, 'reg_alpha': 2.1766467949186907, 'reg_lambda': 2.523792789625331, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03036242246861636, Mean Val RMSE: 0.06084769884310359, Mean R2: 0.1024867713928253, Params: {'learning_rate': 0.048110587724612186, 'max_depth': 12, 'gamma': 0.05618067621457008, 'min_child_weight': 1.9555447867843316, 'colsample_bytree': 0.9614868392512755, 'max_leaves': 123, 'subsample': 0.9112610751515021, 'reg_alpha': 5.844765123097086, 'reg_lambda': 1.7468442734365017, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.12492478907604927, Mean Val RMSE: 0.1332188750644169, Mean R2: 0.22441701921102852, Params: {'learning_rate': 0.002582048063018311, 'max_depth': 5, 'gamma': 0.033899485878427796, 'min_child_weight': 1.4684077628741785, 'colsample_bytree': 0.6609553429613402, 'max_leaves': 35, 'subsample': 0.5028151742319905, 'reg_alpha': 3.8501566899917923, 'reg_lambda': 0.8749122337315197, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.13061708543850706, Mean Val RMSE: 0.1383382761397252, Mean R2: 0.23302392155542587, Params: {'learning_rate': 0.00212968118163273, 'max_depth': 5, 'gamma': 1.0616183848226817, 'min_child_weight': 7.536221683437442, 'colsample_bytree': 0.5578474216592717, 'max_leaves': 41, 'subsample': 0.8597568883132245, 'reg_alpha': 2.0201296638952204, 'reg_lambda': 1.6059190842347906, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.13270731903532934, Mean Val RMSE: 0.1433387131201191, Mean R2: 0.24138617902013035, Params: {'learning_rate': 0.0015414163189841853, 'max_depth': 7, 'gamma': 3.130797732416667e-05, 'min_child_weight': 5.145472974304458, 'colsample_bytree': 0.6161150439914864, 'max_leaves': 59, 'subsample': 0.8587704743873846, 'reg_alpha': 3.0383781073549283, 'reg_lambda': 1.1941178039500588, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.004442709176429712, Mean Val RMSE: 0.04025620211103429, Mean R2: 0.06779816984903657, Params: {'learning_rate': 0.028827145689691077, 'max_depth': 15, 'gamma': 5.875366482234925e-05, 'min_child_weight': 5.939465672153092, 'colsample_bytree': 0.8521802287913907, 'max_leaves': 105, 'subsample': 0.9234695069276463, 'reg_alpha': 1.8731308667295012, 'reg_lambda': 0.5114018331544059, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04037121117282809, Mean Val RMSE: 0.06752147038577545, Mean R2: 0.11373068480026141, Params: {'learning_rate': 0.00973161924499845, 'max_depth': 9, 'gamma': 0.0014044878061768603, 'min_child_weight': 2.9827490124627882, 'colsample_bytree': 0.8573666395172431, 'max_leaves': 46, 'subsample': 0.941327726078768, 'reg_alpha': 2.2268512709472357, 'reg_lambda': 1.754466159298707, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0871162872324174, Mean Val RMSE: 0.10682536430275029, Mean R2: 0.17986254326053117, Params: {'learning_rate': 0.001793229958630861, 'max_depth': 9, 'gamma': 0.000810215018583652, 'min_child_weight': 4.808766891479527, 'colsample_bytree': 0.9776278364587332, 'max_leaves': 125, 'subsample': 0.8766934957486429, 'reg_alpha': 0.6072323198241669, 'reg_lambda': 2.6534806203282897, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08715931274384872, Mean Val RMSE: 0.10311449821228225, Mean R2: 0.17370865696377763, Params: {'learning_rate': 0.009912646264977168, 'max_depth': 4, 'gamma': 0.1442605776464462, 'min_child_weight': 1.7846982981309898, 'colsample_bytree': 0.5560298765569542, 'max_leaves': 115, 'subsample': 0.6030277843034402, 'reg_alpha': 1.7623127466834645, 'reg_lambda': 9.678097559067414, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0910636225207189, Mean Val RMSE: 0.10669734197430059, Mean R2: 0.1796895637798513, Params: {'learning_rate': 0.0021179653845857793, 'max_depth': 15, 'gamma': 1.2325907187937455, 'min_child_weight': 18.715169398146056, 'colsample_bytree': 0.559288675149494, 'max_leaves': 75, 'subsample': 0.9835246017749535, 'reg_alpha': 1.275407688924092, 'reg_lambda': 0.5917720134594338, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0617162300686457, Mean Val RMSE: 0.0852231649671577, Mean R2: 0.14350274579188207, Params: {'learning_rate': 0.0458074848768427, 'max_depth': 3, 'gamma': 3.151509984026922e-05, 'min_child_weight': 19.9506862518582, 'colsample_bytree': 0.542847663562079, 'max_leaves': 73, 'subsample': 0.8312136762184207, 'reg_alpha': 3.835520692751786, 'reg_lambda': 0.7683677517821699, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.05783708751816483, Mean Val RMSE: 0.08051568856403739, Mean R2: 0.13562657085629218, Params: {'learning_rate': 0.004944617799339375, 'max_depth': 7, 'gamma': 0.0006112394218972024, 'min_child_weight': 1.5665786784894888, 'colsample_bytree': 0.5906362588634625, 'max_leaves': 93, 'subsample': 0.9902642350413958, 'reg_alpha': 2.7928000642268143, 'reg_lambda': 7.664281958565289, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.020294039674027813, Mean Val RMSE: 0.0536473220780044, Mean R2: 0.09034165778042559, Params: {'learning_rate': 0.019869291742796363, 'max_depth': 11, 'gamma': 0.036853005022078465, 'min_child_weight': 12.577074371591033, 'colsample_bytree': 0.6229005202160837, 'max_leaves': 35, 'subsample': 0.6129666128115002, 'reg_alpha': 0.5474708946195104, 'reg_lambda': 0.5031038257185768, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07028965004505686, Mean Val RMSE: 0.08973274081424318, Mean R2: 0.15114141987128976, Params: {'learning_rate': 0.0036946025267026285, 'max_depth': 11, 'gamma': 2.5844272508584642e-05, 'min_child_weight': 10.629946381214097, 'colsample_bytree': 0.6167035927774969, 'max_leaves': 56, 'subsample': 0.8543039478582528, 'reg_alpha': 1.9725350820632832, 'reg_lambda': 0.5900674756818638, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03343013571384384, Mean Val RMSE: 0.06216547437465301, Mean R2: 0.10472540945824692, Params: {'learning_rate': 0.00567856632257278, 'max_depth': 15, 'gamma': 0.036853005022078465, 'min_child_weight': 8.885317687961757, 'colsample_bytree': 0.620589323579428, 'max_leaves': 129, 'subsample': 0.9857276303975482, 'reg_alpha': 3.5358794015085246, 'reg_lambda': 8.12762161504582, 'device': 'cuda'}
